800,1062,1104,1138,1171,1204,1238,1274,1311,1350,1391,1433,1473,1517,1561,1605,1648,1694,1742,1796,1852,1914,1987,2078,2200,2408
1062,1104,1138,1171,1204,1238,1274,1311,1350,1391,1433,1473,1517,1561,1605,1648,1694,1742,1796,1852,1914,1987,2078,2200,2408,2999
