-0.000358067141188167,0.000506332896530162,6e-07,1,-0.000257830387869203,0.000346354631728853,6e-07,1
-0.000313120455546119,0.000447714907139299,6e-07,1,-0.000221595689800806,0.000299260888011391,6e-07,1
-0.000254157522986395,0.00036870999437989,6e-07,1,-0.000175711803469081,0.000238181212405572,6e-07,1
-0.000204147136031476,0.000300182855044468,6e-07,1,-0.00013897429852305,0.000188293155357616,6e-07,1
-0.000169295367366438,0.000250527095791073,6e-07,1,-0.000115189145762837,0.000155007553659377,6e-07,1
-0.000160179484494928,0.000237884529886345,6e-07,1,-0.000109406520535336,0.000147122620120237,6e-07,1
-0.000160414061069414,0.000238782312275764,6e-07,1,-0.00011027549143953,0.000148714985257285,6e-07,1
-0.000161062017565655,0.00024145356904589,6e-07,1,-0.000110820560489586,0.000150503600774393,6e-07,1
-0.000155911697687502,0.000236231662254274,6e-07,1,-0.000107040272299267,0.000146395497661872,6e-07,1
-0.000153230356156023,0.000235098967684448,6e-07,1,-0.00010470178541668,0.000144557461347308,6e-07,1
-0.000160041357124604,0.000249267577316816,6e-07,1,-0.000108165591955258,0.000151594427838355,6e-07,1
-0.000160297235984721,0.000253565211496688,6e-07,1,-0.000107860326604037,0.000153177065048365,6e-07,1
-0.000156941763563615,0.000252244216997583,6e-07,1,-0.00010558485252778,0.000151863217233747,6e-07,1
-0.000142722778791616,0.000232883257916416,6e-07,1,-9.70648099471632e-05,0.000140850300390996,6e-07,1
-0.000119984593074842,0.000198355902216161,6e-07,1,-8.35909416544422e-05,0.000121743700470533,6e-07,1
-9.73245518868639e-05,0.000162498563405378,6e-07,1,-6.99373154062783e-05,0.000101697810462105,6e-07,1
-7.3945307713746e-05,0.000123845289677457,6e-07,1,-5.55035242605385e-05,7.96758926861125e-05,6e-07,1
-5.8563998553984e-05,9.82300233013998e-05,6e-07,1,-4.56684227491384e-05,6.46713174989067e-05,6e-07,1
-4.71336927811538e-05,7.8949362497961e-05,6e-07,1,-3.80772017830103e-05,5.30535954970642e-05,6e-07,1
-3.84986992553077e-05,6.48839101002534e-05,6e-07,1,-3.21576413554532e-05,4.43509388307101e-05,6e-07,1
-2.84309059258039e-05,4.75071001553907e-05,6e-07,1,-2.51172424127527e-05,3.35060714811152e-05,6e-07,1
-1.98514812032415e-05,3.20840334609876e-05,6e-07,1,-1.87710046907312e-05,2.35341464247835e-05,6e-07,1
-1.36060674201955e-05,2.09895449089867e-05,6e-07,1,-1.3766891446601e-05,1.60146121596981e-05,6e-07,1
-9.92677787324073e-06,1.5478144448599e-05,6e-07,1,-1.05125168686548e-05,1.19331038036939e-05,6e-07,1
-6.83163507428966e-06,1.04594205625133e-05,6e-07,1,-7.68403949850085e-06,8.21424102458067e-06,6e-07,1
-5.11284165525427e-06,7.05740957697439e-06,6e-07,1,-6.07692785221951e-06,5.72570475112464e-06,6e-07,1
